,name,studio,series,combo,link
0,Infernal Hulk,Marvel,,(Marvel),Infernal Hulk (Marvel)
0,Inferno,Marvel,,(Marvel),Inferno (Marvel)
0,Inferno,Marvel,,(Marvel),Inferno (Marvel)
0,Inferno,Marvel,02 - Joseph Conroy,(Marvel)(02 - Joseph Conroy),Inferno (Marvel)(02 - Joseph Conroy)
0,Inferno,Marvel,04 - Tony Romeo,(Marvel)(04 - Tony Romeo),Inferno (Marvel)(04 - Tony Romeo)
0,Inferno,Marvel,05 - Dante Petruz,(Marvel)(05 - Dante Petruz),Inferno (Marvel)(05 - Dante Petruz)
0,Inferno,Marvel,2099,(Marvel)(2099),Inferno (Marvel)(2099)
0,Infestation,Marvel,,(Marvel),Infestation (Marvel)
0,Infinity,Marvel,01 - Universe,(Marvel)(01 - Universe),Infinity (Marvel)(01 - Universe)
0,Infinity,Marvel,02 - Multiverse,(Marvel)(02 - Multiverse),Infinity (Marvel)(02 - Multiverse)
0,Infinks,Marvel,,(Marvel),Infinks (Marvel)
0,Ingot,Marvel,,(Marvel),Ingot (Marvel)
0,Ingu the Watcher,Marvel,,(Marvel),Ingu the Watcher (Marvel)
0,Inhuman Torch,Marvel,,(Marvel),Inhuman Torch (Marvel)
0,Inhuman Torch,Marvel,House of M,(Marvel)(House of M),Inhuman Torch (Marvel)(House of M)
0,Injun Joe,Marvel,,(Marvel),Injun Joe (Marvel)
0,Ink,Marvel,,(Marvel),Ink (Marvel)
0,Ink,Marvel,MAX,(Marvel)(MAX),Ink (Marvel)(MAX)
0,Ink,Marvel,X-Tinction Agenda,(Marvel)(X-Tinction Agenda),Ink (Marvel)(X-Tinction Agenda)
0,Shola Inkose,Marvel,,(Marvel),Shola Inkose (Marvel)
0,Innards,Marvel,,(Marvel),Innards (Marvel)
0,Inochi,Marvel,,(Marvel),Inochi (Marvel)
0,Inquisitor,Marvel,,(Marvel),Inquisitor (Marvel)
0,Inspector,Marvel,,(Marvel),Inspector (Marvel)
0,Instant Karma,Marvel,2099,(Marvel)(2099),Instant Karma (Marvel)(2099)
0,Instant Replay,Marvel,,(Marvel),Instant Replay (Marvel)
0,Interface,Marvel,,(Marvel),Interface (Marvel)
0,Interrogator,Marvel,,(Marvel),Interrogator (Marvel)
0,Inti,Marvel,,(Marvel),Inti (Marvel)
0,Inventor,Marvel,,(Marvel),Inventor (Marvel)
0,Invincible Man,Marvel,01 - Super-Skrull,(Marvel)(01 - Super-Skrull),Invincible Man (Marvel)(01 - Super-Skrull)
0,Invincible Man,Marvel,02 - Reed Richards,(Marvel)(02 - Reed Richards),Invincible Man (Marvel)(02 - Reed Richards)
0,Invincible Man,Marvel,03 - Victor von Doom,(Marvel)(03 - Victor von Doom),Invincible Man (Marvel)(03 - Victor von Doom)
0,Invincible Woman,Marvel,House of M,(Marvel)(House of M),Invincible Woman (Marvel)(House of M)
0,Invisible Girl,Marvel,,(Marvel),Invisible Girl (Marvel)
0,Invisible Girl,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Invisible Girl (Marvel)(Mini Marvels)
0,Invisible Man,Marvel,01 - Leonard Gade,(Marvel)(01 - Leonard Gade),Invisible Man (Marvel)(01 - Leonard Gade)
0,Invisible Man,Marvel,02 - Commandos,(Marvel)(02 - Commandos),Invisible Man (Marvel)(02 - Commandos)
0,Invisible Woman,Marvel,,(Marvel),Invisible Woman (Marvel)
0,Invisible Woman,Marvel,2099,(Marvel)(2099),Invisible Woman (Marvel)(2099)
0,Invisible Woman,Marvel,Adventures,(Marvel)(Adventures),Invisible Woman (Marvel)(Adventures)
0,Invisible Woman,Marvel,Age of X,(Marvel)(Age of X),Invisible Woman (Marvel)(Age of X)
0,Invisible Woman,Marvel,Animated,(Marvel)(Animated),Invisible Woman (Marvel)(Animated)
0,Invisible Woman,Marvel,Apes,(Marvel)(Apes),Invisible Woman (Marvel)(Apes)
0,Invisible Woman,Marvel,Contest of Champions,(Marvel)(Contest of Champions),Invisible Woman (Marvel)(Contest of Champions)
0,Invisible Woman,Marvel,Dark Avengers,(Marvel)(Dark Avengers),Invisible Woman (Marvel)(Dark Avengers)
0,Invisible Woman,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Invisible Woman (Marvel)(Days of Future Now)
0,Invisible Woman,Marvel,Earth-12101,(Marvel)(Earth-12101),Invisible Woman (Marvel)(Earth-12101)
0,Invisible Woman,Marvel,Earth-1987,(Marvel)(Earth-1987),Invisible Woman (Marvel)(Earth-1987)
0,Invisible Woman,Marvel,Earth-2189,(Marvel)(Earth-2189),Invisible Woman (Marvel)(Earth-2189)
0,Invisible Woman,Marvel,Earth-312,(Marvel)(Earth-312),Invisible Woman (Marvel)(Earth-312)
0,Invisible Woman,Marvel,Earth-4162,(Marvel)(Earth-4162),Invisible Woman (Marvel)(Earth-4162)
0,Invisible Woman,Marvel,Earth-42777,(Marvel)(Earth-42777),Invisible Woman (Marvel)(Earth-42777)
0,Invisible Woman,Marvel,Earth-4400,(Marvel)(Earth-4400),Invisible Woman (Marvel)(Earth-4400)
0,Invisible Woman,Marvel,Earth-6706 - Exiles,(Marvel)(Earth-6706 - Exiles),Invisible Woman (Marvel)(Earth-6706 - Exiles)
0,Invisible Woman,Marvel,Earth-772,(Marvel)(Earth-772),Invisible Woman (Marvel)(Earth-772)
0,Invisible Woman,Marvel,Earth-9903,(Marvel)(Earth-9903),Invisible Woman (Marvel)(Earth-9903)
0,Invisible Woman,Marvel,Earth-9904 -50s Avengers,(Marvel)(Earth-9904 -50s Avengers),Invisible Woman (Marvel)(Earth-9904 -50s Avengers)
0,Invisible Woman,Marvel,Earth-9997 - Earth X,(Marvel)(Earth-9997 - Earth X),Invisible Woman (Marvel)(Earth-9997 - Earth X)
0,Invisible Woman,Marvel,Forward,(Marvel)(Forward),Invisible Woman (Marvel)(Forward)
0,Invisible Woman,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Invisible Woman (Marvel)(Last Gun on Earth)
0,Invisible Woman,Marvel,Mangaverse,(Marvel)(Mangaverse),Invisible Woman (Marvel)(Mangaverse)
0,Invisible Woman,Marvel,Mutant X,(Marvel)(Mutant X),Invisible Woman (Marvel)(Mutant X)
0,Invisible Woman,Marvel,Scorched Earth,(Marvel)(Scorched Earth),Invisible Woman (Marvel)(Scorched Earth)
0,Invisible Woman,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Invisible Woman (Marvel)(Skrull imposter)
0,Invisible Woman,Marvel,Super Hero Squad,(Marvel)(Super Hero Squad),Invisible Woman (Marvel)(Super Hero Squad)
0,Invisible Woman,Marvel,Timeslip,(Marvel)(Timeslip),Invisible Woman (Marvel)(Timeslip)
0,Invisible Woman,Marvel,Ultimate,(Marvel)(Ultimate),Invisible Woman (Marvel)(Ultimate)
0,Invisible Woman,Marvel,Zombies,(Marvel)(Zombies),Invisible Woman (Marvel)(Zombies)
0,Iolaus,Marvel,,(Marvel),Iolaus (Marvel)
0,Ion,Marvel,,(Marvel),Ion (Marvel)
0,Ion Man,Marvel,MC2,(Marvel)(MC2),Ion Man (Marvel)(MC2)
0,Ire,Marvel,,(Marvel),Ire (Marvel)
0,Irelle,Marvel,,(Marvel),Irelle (Marvel)
0,Irezumi,Marvel,,(Marvel),Irezumi (Marvel)
0,Irfan,Marvel,,(Marvel),Irfan (Marvel)
0,Iris,Marvel,01 - British mutant,(Marvel)(01 - British mutant),Iris (Marvel)(01 - British mutant)
0,Iris,Marvel,02 - Black Panther associate,(Marvel)(02 - Black Panther associate),Iris (Marvel)(02 - Black Panther associate)
0,Iron,Marvel,,(Marvel),Iron (Marvel)
0,Iron Ace,Marvel,Mighty 'vengers,(Marvel)(Mighty 'vengers),Iron Ace (Marvel)(Mighty 'vengers)
0,Iron Cross,Marvel,01 - Helmut Gruler,(Marvel)(01 - Helmut Gruler),Iron Cross (Marvel)(01 - Helmut Gruler)
0,Iron Cross,Marvel,02 - Clare Gruler,(Marvel)(02 - Clare Gruler),Iron Cross (Marvel)(02 - Clare Gruler)
0,Iron Cross,Marvel,Earth-Doom,(Marvel)(Earth-Doom),Iron Cross (Marvel)(Earth-Doom)
0,Iron Curtain,Marvel,,(Marvel),Iron Curtain (Marvel)
0,Iron Fist,Marvel,01 - Daniel Rand,(Marvel)(01 - Daniel Rand),Iron Fist (Marvel)(01 - Daniel Rand)
0,Iron Fist,Marvel,02 - H'ylthri Duplicate,(Marvel)(02 - H'ylthri Duplicate),Iron Fist (Marvel)(02 - H'ylthri Duplicate)
0,Iron Fist,Marvel,03 - Bei Ming-Tan,(Marvel)(03 - Bei Ming-Tan),Iron Fist (Marvel)(03 - Bei Ming-Tan)
0,Iron Fist,Marvel,04 - Orson Randall,(Marvel)(04 - Orson Randall),Iron Fist (Marvel)(04 - Orson Randall)
0,Iron Fist,Marvel,05 - Wu Ao-Shi,(Marvel)(05 - Wu Ao-Shi),Iron Fist (Marvel)(05 - Wu Ao-Shi)
0,Iron Fist,Marvel,06 - Bei Bang-Wen,(Marvel)(06 - Bei Bang-Wen),Iron Fist (Marvel)(06 - Bei Bang-Wen)
0,Iron Fist,Marvel,07 - Kwai Jun-Fan,(Marvel)(07 - Kwai Jun-Fan),Iron Fist (Marvel)(07 - Kwai Jun-Fan)
0,Iron Fist,Marvel,08 - Wah Sing-Rand,(Marvel)(08 - Wah Sing-Rand),Iron Fist (Marvel)(08 - Wah Sing-Rand)
0,Iron Fist,Marvel,09 - Quan Yaozu,(Marvel)(09 - Quan Yaozu),Iron Fist (Marvel)(09 - Quan Yaozu)
0,Iron Fist,Marvel,,(Marvel),Iron Fist (Marvel)
0,Iron Fist,Marvel,10 - Li Park,(Marvel)(10 - Li Park),Iron Fist (Marvel)(10 - Li Park)
0,Iron Fist,Marvel,2099,(Marvel)(2099),Iron Fist (Marvel)(2099)
0,Iron Fist,Marvel,Age Of Apocalypse,(Marvel)(Age Of Apocalypse),Iron Fist (Marvel)(Age Of Apocalypse)
0,Iron Fist,Marvel,Animated,(Marvel)(Animated),Iron Fist (Marvel)(Animated)
0,Iron Fist,Marvel,Babies,(Marvel)(Babies),Iron Fist (Marvel)(Babies)
0,Iron Fist,Marvel,Dark Avengers,(Marvel)(Dark Avengers),Iron Fist (Marvel)(Dark Avengers)
0,Iron Fist,Marvel,Earth-307,(Marvel)(Earth-307),Iron Fist (Marvel)(Earth-307)
0,Iron Fist,Marvel,House of M,(Marvel)(House of M),Iron Fist (Marvel)(House of M)
0,Iron Fist,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Iron Fist (Marvel)(Last Gun on Earth)
0,Iron Fist,Marvel,Mitey 'vengers,(Marvel)(Mitey 'vengers),Iron Fist (Marvel)(Mitey 'vengers)
0,Iron Fist,Marvel,Old Man Logan,(Marvel)(Old Man Logan),Iron Fist (Marvel)(Old Man Logan)
0,Iron Fist,Marvel,Ultimate,(Marvel)(Ultimate),Iron Fist (Marvel)(Ultimate)
0,Iron Fist,Marvel,Venomverse,(Marvel)(Venomverse),Iron Fist (Marvel)(Venomverse)
0,Iron Fist,Marvel,Zombies,(Marvel)(Zombies),Iron Fist (Marvel)(Zombies)
0,Iron Ghost,Marvel,,(Marvel),Iron Ghost (Marvel)
0,Iron Giant Man,Marvel,Mutant X,(Marvel)(Mutant X),Iron Giant Man (Marvel)(Mutant X)
0,Iron Goblin,Marvel,Spider-Island,(Marvel)(Spider-Island),Iron Goblin (Marvel)(Spider-Island)
0,Iron Knight,Marvel,Earth-398,(Marvel)(Earth-398),Iron Knight (Marvel)(Earth-398)
0,Iron Lad,Marvel,,(Marvel),Iron Lad (Marvel)
0,Iron Lad,Marvel,Exiles,(Marvel)(Exiles),Iron Lad (Marvel)(Exiles)
0,Iron Maiden,Marvel,01 - Melina Vostokovna,(Marvel)(01 - Melina Vostokovna),Iron Maiden (Marvel)(01 - Melina Vostokovna)
0,Iron Maiden,Marvel,02 - Gene Nation,(Marvel)(02 - Gene Nation),Iron Maiden (Marvel)(02 - Gene Nation)
0,Iron Maiden,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Iron Maiden (Marvel)(Earth 9997 - Earth X)
0,Iron Man,Marvel,01 - Tony Stark,(Marvel)(01 - Tony Stark),Iron Man (Marvel)(01 - Tony Stark)
0,Iron Man,Marvel,02 - 'Happy' Hogan,(Marvel)(02 - 'Happy' Hogan),Iron Man (Marvel)(02 - 'Happy' Hogan)
0,Iron Man,Marvel,03 - Eddie March,(Marvel)(03 - Eddie March),Iron Man (Marvel)(03 - Eddie March)
0,Iron Man,Marvel,04 - Jim Rhodes,(Marvel)(04 - Jim Rhodes),Iron Man (Marvel)(04 - Jim Rhodes)
0,Iron Man,Marvel,05 - Teen Tony Stark,(Marvel)(05 - Teen Tony Stark),Iron Man (Marvel)(05 - Teen Tony Stark)
0,Iron Man,Marvel,06 - sentient armor,(Marvel)(06 - sentient armor),Iron Man (Marvel)(06 - sentient armor)
0,Iron Man,Marvel,07 - Clarence Ward,(Marvel)(07 - Clarence Ward),Iron Man (Marvel)(07 - Clarence Ward)
0,Iron Man,Marvel,,(Marvel),Iron Man (Marvel)
0,Iron Man,Marvel,09 - Victor von Doom,(Marvel)(09 - Victor von Doom),Iron Man (Marvel)(09 - Victor von Doom)
0,Iron Man,Marvel,100th Anniversary,(Marvel)(100th Anniversary),Iron Man (Marvel)(100th Anniversary)
0,Iron Man,Marvel,2020,(Marvel)(2020),Iron Man (Marvel)(2020)
0,Iron Man,Marvel,2099,(Marvel)(2099),Iron Man (Marvel)(2099)
0,Iron Man,Marvel,A-Babies,(Marvel)(A-Babies),Iron Man (Marvel)(A-Babies)
0,Iron Man,Marvel,,(Marvel),Iron Man (Marvel)
0,Iron Man,Marvel,,(Marvel),Iron Man (Marvel)
0,Iron Man,Marvel,Adventures,(Marvel)(Adventures),Iron Man (Marvel)(Adventures)
0,Iron Man,Marvel,Age of X,(Marvel)(Age of X),Iron Man (Marvel)(Age of X)
0,Iron Man,Marvel,Animated,(Marvel)(Animated),Iron Man (Marvel)(Animated)
0,Iron Man,Marvel,Armor Wars,(Marvel)(Armor Wars),Iron Man (Marvel)(Armor Wars)
0,Iron Man,Marvel,Bullet Points,(Marvel)(Bullet Points),Iron Man (Marvel)(Bullet Points)
0,Steve Rogers Iron Man,Marvel,Bullet Points,(Marvel)(Bullet Points),Steve Rogers Iron Man (Marvel)(Bullet Points)
0,Iron Man,Marvel,Cancerverse,(Marvel)(Cancerverse),Iron Man (Marvel)(Cancerverse)
0,Iron Man,Marvel,Civil War,(Marvel)(Civil War),Iron Man (Marvel)(Civil War)
0,Iron Man,Marvel,Dark Avengers,(Marvel)(Dark Avengers),Iron Man (Marvel)(Dark Avengers)
0,Iron Man,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Iron Man (Marvel)(Days of Future Now)
0,Iron Man,Marvel,Earth 9997 - Earth X,(Marvel)(Earth 9997 - Earth X),Iron Man (Marvel)(Earth 9997 - Earth X)
0,Iron Man,Marvel,Earth-12101,(Marvel)(Earth-12101),Iron Man (Marvel)(Earth-12101)
0,Iron Man,Marvel,Earth-14845,(Marvel)(Earth-14845),Iron Man (Marvel)(Earth-14845)
0,Iron Man,Marvel,Earth-2020,(Marvel)(Earth-2020),Iron Man (Marvel)(Earth-2020)
0,Iron Man,Marvel,Earth-2189,(Marvel)(Earth-2189),Iron Man (Marvel)(Earth-2189)
0,Iron Man,Marvel,Earth-23099,(Marvel)(Earth-23099),Iron Man (Marvel)(Earth-23099)
0,Iron Man,Marvel,Earth-4162,(Marvel)(Earth-4162),Iron Man (Marvel)(Earth-4162)
0,Iron Man,Marvel,Earth-42777,(Marvel)(Earth-42777),Iron Man (Marvel)(Earth-42777)
0,Iron Man,Marvel,Earth-55921,(Marvel)(Earth-55921),Iron Man (Marvel)(Earth-55921)
0,Iron Man,Marvel,,(Marvel),Iron Man (Marvel)
0,Iron Man,Marvel,Earth-802,(Marvel)(Earth-802),Iron Man (Marvel)(Earth-802)
0,Iron Man,Marvel,Earth-8545,(Marvel)(Earth-8545),Iron Man (Marvel)(Earth-8545)
0,Iron Man,Marvel,Earth-9105 - Forever Yesterday,(Marvel)(Earth-9105 - Forever Yesterday),Iron Man (Marvel)(Earth-9105 - Forever Yesterday)
0,Iron Man,Marvel,Earth-9119,(Marvel)(Earth-9119),Iron Man (Marvel)(Earth-9119)
0,Iron Man,Marvel,Earth-9119,(Marvel)(Earth-9119),Iron Man (Marvel)(Earth-9119)
0,Iron Man,Marvel,Earth-9904 - 1950s Avengers,(Marvel)(Earth-9904 - 1950s Avengers),Iron Man (Marvel)(Earth-9904 - 1950s Avengers)
0,Iron Man,Marvel,Hank Johnson Agent of Hydra,(Marvel)(Hank Johnson Agent of Hydra),Iron Man (Marvel)(Hank Johnson Agent of Hydra)
0,Iron Man,Marvel,Heroes Reborn,(Marvel)(Heroes Reborn),Iron Man (Marvel)(Heroes Reborn)
0,Iron Man,Marvel,Knowhere,(Marvel)(Knowhere),Iron Man (Marvel)(Knowhere)
0,Iron Man,Marvel,Kree Avengers,(Marvel)(Kree Avengers),Iron Man (Marvel)(Kree Avengers)
0,Iron Man,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Iron Man (Marvel)(Last Gun on Earth)
0,Iron Man,Marvel,Mangaverse,(Marvel)(Mangaverse),Iron Man (Marvel)(Mangaverse)
0,Iron Man,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Iron Man (Marvel)(Mini Marvels)
0,Iron Man,Marvel,Movies,(Marvel)(Movies),Iron Man (Marvel)(Movies)
0,Iron Man,Marvel,Next Avengers,(Marvel)(Next Avengers),Iron Man (Marvel)(Next Avengers)
0,Iron Man,Marvel,Noir,(Marvel)(Noir),Iron Man (Marvel)(Noir)
0,Iron Man,Marvel,Renew,(Marvel)(Renew),Iron Man (Marvel)(Renew)
0,Iron Man,Marvel,Rhodey Stark,(Marvel)(Rhodey Stark),Iron Man (Marvel)(Rhodey Stark)
0,Iron Man,Marvel,Skrull imposter,(Marvel)(Skrull imposter),Iron Man (Marvel)(Skrull imposter)
0,Iron Man,Marvel,Super Hero Squad,(Marvel)(Super Hero Squad),Iron Man (Marvel)(Super Hero Squad)
0,Iron Man,Marvel,Timeslip,(Marvel)(Timeslip),Iron Man (Marvel)(Timeslip)
0,Iron Man,Marvel,Ultimate,(Marvel)(Ultimate),Iron Man (Marvel)(Ultimate)
0,Iron Man,Marvel,Zombies Earth-91126,(Marvel)(Zombies Earth-91126),Iron Man (Marvel)(Zombies Earth-91126)
0,Tony S Iron Man,Marvel,Zombies Earth-91126,(Marvel)(Zombies Earth-91126),Tony S Iron Man (Marvel)(Zombies Earth-91126)
0,James Iron Man,Marvel,Zombies,(Marvel)(Zombies),James Iron Man (Marvel)(Zombies)
0,Iron Maniac,Marvel,Earth-5012,(Marvel)(Earth-5012),Iron Maniac (Marvel)(Earth-5012)
0,Iron Mariner,Marvel,20XX,(Marvel)(20XX),Iron Mariner (Marvel)(20XX)
0,Iron Monger,Marvel,Earth-TRN380,(Marvel)(Earth-TRN380),Iron Monger (Marvel)(Earth-TRN380)
0,Iron Monk,Marvel,,(Marvel),Iron Monk (Marvel)
0,Iron Patriot,Marvel,,(Marvel),Iron Patriot (Marvel)
0,Iron Patriot,Marvel,01 - Norman Osborn,(Marvel)(01 - Norman Osborn),Iron Patriot (Marvel)(01 - Norman Osborn)
0,Iron Patriot,Marvel,02 - James Rhodes,(Marvel)(02 - James Rhodes),Iron Patriot (Marvel)(02 - James Rhodes)
0,Iron Patriot,Marvel,03 - Toni Ho,(Marvel)(03 - Toni Ho),Iron Patriot (Marvel)(03 - Toni Ho)
0,Iron Patriot,Marvel,Contest of Champions,(Marvel)(Contest of Champions),Iron Patriot (Marvel)(Contest of Champions)
0,Iron Punisher,Marvel,,(Marvel),Iron Punisher (Marvel)
0,Iron Spider,Marvel,,(Marvel),Iron Spider (Marvel)
0,Iron Spider,Marvel,Animated,(Marvel)(Animated),Iron Spider (Marvel)(Animated)
0,Iron Spider,Marvel,Contest of Champions,(Marvel)(Contest of Champions),Iron Spider (Marvel)(Contest of Champions)
0,Iron Valkyrie,Marvel,,(Marvel),Iron Valkyrie (Marvel)
0,Iron Woman,Marvel,Mangaverse,(Marvel)(Mangaverse),Iron Woman (Marvel)(Mangaverse)
0,Ironclad,Marvel,,(Marvel),Ironclad (Marvel)
0,Ironclad,Marvel,Adventures,(Marvel)(Adventures),Ironclad (Marvel)(Adventures)
0,Irondroid,Marvel,Cosmic Avengers,(Marvel)(Cosmic Avengers),Irondroid (Marvel)(Cosmic Avengers)
0,Irondroid,Marvel,Cosmic Avengers,(Marvel)(Cosmic Avengers),Irondroid (Marvel)(Cosmic Avengers)
0,Irv,Marvel,,(Marvel),Irv (Marvel)
0,Irving,Marvel,Morlocks,(Marvel)(Morlocks),Irving (Marvel)(Morlocks)
0,Angelique Isaacs,Marvel,2099,(Marvel)(2099),Angelique Isaacs (Marvel)(2099)
0,Ishanta,Marvel,,(Marvel),Ishanta (Marvel)
0,Ishtar,Marvel,,(Marvel),Ishtar (Marvel)
0,Isis,Marvel,,(Marvel),Isis (Marvel)
0,Iso,Marvel,,(Marvel),Iso (Marvel)
0,It,Marvel,House of M,(Marvel)(House of M),It (Marvel)(House of M)
0,the Living Colossus,Marvel,,(Marvel),the Living Colossus (Marvel)
0,the Living Colossus,Marvel,Adventures,(Marvel)(Adventures),the Living Colossus (Marvel)(Adventures)
0,Ivan,Marvel,,(Marvel),Ivan (Marvel)
0,Ivan,Marvel,,(Marvel),Ivan (Marvel)
0,Ivar,Marvel,,(Marvel),Ivar (Marvel)
0,Ivory,Marvel,,(Marvel),Ivory (Marvel)
0,Ixar the Invincible,Marvel,,(Marvel),Ixar the Invincible (Marvel)
0,Ixchel,Marvel,,(Marvel),Ixchel (Marvel)
0,Izumi,Marvel,,(Marvel),Izumi (Marvel)
0,Jonah Jameson,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Jonah Jameson (Marvel)(Last Gun on Earth)
0,K,Marvel,,(Marvel),K (Marvel)
0,Jack Chain,Marvel,,(Marvel),Jack Chain (Marvel)
0,Jack Frost,Marvel,01 - Liberty Legion,(Marvel)(01 - Liberty Legion),Jack Frost (Marvel)(01 - Liberty Legion)
0,Jack Frost,Marvel,02 - Gregor Shapanka,(Marvel)(02 - Gregor Shapanka),Jack Frost (Marvel)(02 - Gregor Shapanka)
0,Jack in the Box,Marvel,,(Marvel),Jack in the Box (Marvel)
0,Lantern,Marvel,01 - Jason Macendale,(Marvel)(01 - Jason Macendale),Lantern (Marvel)(01 - Jason Macendale)
0,Lantern,Marvel,02 - Steven Levins,(Marvel)(02 - Steven Levins),Lantern (Marvel)(02 - Steven Levins)
0,Lantern,Marvel,03 - Daniel Berkhart,(Marvel)(03 - Daniel Berkhart),Lantern (Marvel)(03 - Daniel Berkhart)
0,Lantern,Marvel,04 - Maguire Beck,(Marvel)(04 - Maguire Beck),Lantern (Marvel)(04 - Maguire Beck)
0,Lantern,Marvel,05 - Jack,(Marvel)(05 - Jack),Lantern (Marvel)(05 - Jack)
0,Lantern,Marvel,Earth-98091,(Marvel)(Earth-98091),Lantern (Marvel)(Earth-98091)
0,Lantern,Marvel,Mangaverse,(Marvel)(Mangaverse),Lantern (Marvel)(Mangaverse)
0,Lantern,Marvel,Zombies,(Marvel)(Zombies),Lantern (Marvel)(Zombies)
0,Jack of Hearts,Marvel,,(Marvel),Jack of Hearts (Marvel)
0,Jack of Hearts,Marvel,Earth-98120,(Marvel)(Earth-98120),Jack of Hearts (Marvel)(Earth-98120)
0,Jack of Hearts,Marvel,Zombies,(Marvel)(Zombies),Jack of Hearts (Marvel)(Zombies)
0,Jack the Ripper,Marvel,,(Marvel),Jack the Ripper (Marvel)
0,Jackal,Marvel,01 - Miles Warren,(Marvel)(01 - Miles Warren),Jackal (Marvel)(01 - Miles Warren)
0,Jackal,Marvel,02 - Alpha Flight villain,(Marvel)(02 - Alpha Flight villain),Jackal (Marvel)(02 - Alpha Flight villain)
0,Jackal,Marvel,03 - Ben Reilly,(Marvel)(03 - Ben Reilly),Jackal (Marvel)(03 - Ben Reilly)
0,Jackal,Marvel,Last Gun on Earth,(Marvel)(Last Gun on Earth),Jackal (Marvel)(Last Gun on Earth)
0,Jackal,Marvel,Zombies,(Marvel)(Zombies),Jackal (Marvel)(Zombies)
0,Jackhammer,Marvel,,(Marvel),Jackhammer (Marvel)
0,Alisha Jackson,Marvel,,(Marvel),Alisha Jackson (Marvel)
0,Jackson,Marvel,,(Marvel),Jackson (Marvel)
0,Brent Montgomery Jackson,Marvel,,(Marvel),Brent Montgomery Jackson (Marvel)
0,Elijah Jackson,Marvel,,(Marvel),Elijah Jackson (Marvel)
0,Maya Jackson,Marvel,,(Marvel),Maya Jackson (Marvel)
0,Brent Jackson,Marvel,Days of Future Now,(Marvel)(Days of Future Now),Brent Jackson (Marvel)(Days of Future Now)
0,Parnell Jacobs,Marvel,MAX,(Marvel)(MAX),Parnell Jacobs (Marvel)(MAX)
0,Kyle Jacoby,Marvel,,(Marvel),Kyle Jacoby (Marvel)
0,Jade,Marvel,Earth-X,(Marvel)(Earth-X),Jade (Marvel)(Earth-X)
0,Jaeger,Marvel,Neo,(Marvel)(Neo),Jaeger (Marvel)(Neo)
0,Harald Jaekelsson,Marvel,,(Marvel),Harald Jaekelsson (Marvel)
0,Jagrfelm,Marvel,,(Marvel),Jagrfelm (Marvel)
0,Jailbait,Marvel,,(Marvel),Jailbait (Marvel)
0,The Jailer,Marvel,,(Marvel),The Jailer (Marvel)
0,Jakarra,Marvel,,(Marvel),Jakarra (Marvel)
0,Jake,Marvel,,(Marvel),Jake (Marvel)
0,Jam,Marvel,,(Marvel),Jam (Marvel)
0,Jesse Woodson James,Marvel,Apes,(Marvel)(Apes),Jesse Woodson James (Marvel)(Apes)
0,James,Marvel,Avengers AI,(Marvel)(Avengers AI),James (Marvel)(Avengers AI)
0,May Jameson,Marvel,,(Marvel),May Jameson (Marvel)
0,John Jameson,Marvel,,(Marvel),John Jameson (Marvel)
0,Jonah Jameson,Marvel,1602,(Marvel)(1602),Jonah Jameson (Marvel)(1602)
0,Jonah Jameson,Marvel,2099,(Marvel)(2099),Jonah Jameson (Marvel)(2099)
0,Jonah Jameson,Marvel,Adventures,(Marvel)(Adventures),Jonah Jameson (Marvel)(Adventures)
0,Jonah Jameson,Marvel,Earth-65,(Marvel)(Earth-65),Jonah Jameson (Marvel)(Earth-65)
0,Jonah Jameson,Marvel,Earth-67,(Marvel)(Earth-67),Jonah Jameson (Marvel)(Earth-67)
0,Jonah Jameson,Marvel,House of M,(Marvel)(House of M),Jonah Jameson (Marvel)(House of M)
0,Jonah Jameson,Marvel,Mini Marvels,(Marvel)(Mini Marvels),Jonah Jameson (Marvel)(Mini Marvels)
0,Jonah Jameson,Marvel,Noir,(Marvel)(Noir),Jonah Jameson (Marvel)(Noir)
0,Jonah Jameson,Marvel,Renew Your Vows,(Marvel)(Renew Your Vows),Jonah Jameson (Marvel)(Renew Your Vows)
0,Jonah Jameson,Marvel,Ultimate,(Marvel)(Ultimate),Jonah Jameson (Marvel)(Ultimate)
0,Jonah Jameson,Marvel,Zombies,(Marvel)(Zombies),Jonah Jameson (Marvel)(Zombies)
0,Jamil,Marvel,,(Marvel),Jamil (Marvel)
0,Jandek,Marvel,,(Marvel),Jandek (Marvel)
0,Sara Jane,Marvel,,(Marvel),Sara Jane (Marvel)
0,Janie Warlock,Marvel,,(Marvel),Janie Warlock (Marvel)
0,The Janissary,Marvel,,(Marvel),The Janissary (Marvel)
0,Janus,Marvel,01 - Janus Tepes,(Marvel)(01 - Janus Tepes),Janus (Marvel)(01 - Janus Tepes)
